Review,SENTIMEN
Saya sangat puas belanja di shopee.. Alhamdulillah sejauh ini saya selalu mendapatkan yang terbaik,POSITIF
Suka banget belanja disini?? barang yang saya beli hampir rata² realpict,POSITIF
Good Aplication saya suka,POSITIF
Shopee memang luar biasa,POSITIF
Keren pokonya deh mantap,POSITIF
aplikasi yang membantu,POSITIF
mantap Tak Bisa dijelaskan dengan kata-kata pokoknya sukses selalu shopee.,POSITIF
"Selalu suka deh sama shopee .. Belanja aman, murah dan terpercaya serta banyak gratis ongkir dan diskon cashback hehehe",POSITIF
Shopee good !!!,POSITIF
Mantap,POSITIF
Banyak manfaat yang dapat diperoleh baik sebagai pembeli maupun penjual,POSITIF
Good job,POSITIF
Shopee emang the best banget Semua harga terjangkau,POSITIF
Bagus banget terimakasih ,POSITIF
Mantap..,POSITIF
Tempat belanja yang sangat mudah,POSITIF
Saya sangat menyukai shopping sesuai dengan barang dan harga,POSITIF
Bagus pokoknya,POSITIF
"Sangat memuaskan belanja di,shopee.yuk gaes ikutan belanja d shopee",POSITIF
"Pokoknya saya puas belanja di shopee, sukses terus buat shopee",POSITIF
Sangat membantu aplikasi ini...,POSITIF
saya sk blnja di shopee ga perlu keluar rmh ttinggal pesen barang dateng??????????,POSITIF
"Sangat bagus, barang²'a mudah didapatkan dan juga murah.. Bnyak diskon, bisa belanja sekarang dan bayar akhir bulan. Top lah number 1?? Thank shopeepaylater ??",POSITIF
Mempermudah sayaa belanja online,POSITIF
Mantap aplikasi ini sangat membantu pembelanjaan saya.. Terimakasih,POSITIF
Aplikasinya sangat membantu??,POSITIF
Shopee adalah yang terbaik,POSITIF
Asyik banyak diskon di sini,POSITIF
Belanja di shophie puas banget,POSITIF
Bagus… cepat dan terpercaya,POSITIF
"Belanja Puas Dengan Shopee,Barang Cepat Datang... Kualitas Barang, MANTAP",POSITIF
Shopee suka gajelas kadang eror,POSITIF
Saya suka banget belanja di shopee,POSITIF
Sekarang lebih suka belanja di shopee karena promo free ongkirnya??,POSITIF
Saya sangat suka belanja di shopy banyak diskon dan ada shopy pay later bisa di cicil,POSITIF
Belanja paling mudah dan terpercaya??,POSITIF
saya suka banget belanja di sini!!!,POSITIF
Mantap sekali aku suka,POSITIF
keren belanja di sini,POSITIF
Belanja jadi lebih mudah dan nggak usah susah susah keluar,POSITIF
Shoppy I like you aplikasi online nomer satu??,POSITIF
No comment...good aplikasi,POSITIF
Aplikasinya bagus banget semua bisa di proses,POSITIF
Terimakasih shopee,POSITIF
Barang bagus,POSITIF
"Cukup puas berbelanja hanya di Shopee 9,9,,,banyak promonya yang memuaskan. sudah gitu gratis ongkir lagii..terimakasi Shopee",POSITIF
"Pengalaman belanja di shopee sangat memuaskan.barang yang dijual banyak diskon dan promo,produk pasti sesuai dengan pesanan,pengiriman cepat dan tidak pernah mengecewakan. TERIMA KASIH..",POSITIF
Belanja tenang dirumah dengan kemudahan dr shopee????,POSITIF
Sekarang shopee ku lancar,POSITIF
Shopee super mantap,POSITIF
"Good sekali aplikasi ini saya sekarang jadi jarang keluar,karena ada shopee yang selalu siap mengatar pesanan kita ke rumah,",POSITIF
Puas sekali sama pelayanannya,POSITIF
Wah ternyata pakai shopee top banget,POSITIF
Shopee sangat keren aku suka shopee,POSITIF
Mantap ni grastis ongkir muluk tidak menyesal dehhh kalau beli beli...,POSITIF
"Pengalaman pemesanan pertama kali berkesan, walaupun coba2 untuk produk Rp. 1 nya tapi beneran loh dikirim dengan terkemas baik produk Rp. 1 nya?????????? Makasih Shopee, bakal banyak lirik2 ke sini deh ????",POSITIF
shopee makin cakep ????,POSITIF
Aku Suka shopee,POSITIF
Sangat bagus,POSITIF
"Di masa pandemi ini belanja online adalah solusinya, suka   masa shopee??",POSITIF
Bagus,POSITIF
Mau cari apa aja ada di shopee Mempermudah saya untuk belanja semua keperluan rumah termasuk keperluan babanyaku Semua keperluan selalu belanja disini Semoga kedepannya semakin banyak gratis ongkir dan harga yang lebih murah lagi ya hehehe Sukses selalu shopee ??,POSITIF
Pelayanannya ramah dan lumayan cepat,POSITIF
Alus pisan topplah,POSITIF
"Barang sesuai pesanan, sesuai d foto, sering kasih gratisan ongkir, suuiiippp",POSITIF
"Aman belanja d shopee, kalaupun barang pesanan tidak datang shopee pasti bantuin",POSITIF
Shopee the best?,POSITIF
Bermanfaat,POSITIF
Sangat membantu dlm berbelanjaa Terima kasih,POSITIF
Dah dikasi 5star..selama blnj di shopee blm prnh bermasalah..shopee shopee shopee...sop sapi????,POSITIF
please buat shope bikin game yang menghasilkan koin dong note: bukan cuma shope tanam karena pas di goyang dapatnya sedikit plis lah bikin game kaya subway sur*t kek apa gimana yang penting menghasilkan koin hehe saran semoga di baca dan di realisasikan,POSITIF
Wah bagus banget ini shopee zaman sekarang saya suka dengan aplikasi ini mohon lebih di tingkatkan lagi mimin agar aplikasi shopee ini makin berkembang,POSITIF
"Belanja di Shopee aman karena penjualnya amanah. So, never doubt",POSITIF
"Barang bagus, pengiriman cepat",POSITIF
Shopee memang mntaapp,POSITIF
Mantap mudah cara pakainya,POSITIF
"Alhamdulillah dengan ada aplikasi shopee sangat membantu kami dalam bertransaksi pembelian apa pun serba ada,,kuliatas barang barang pun sangat baik,, terimakasih",POSITIF
.shopee mantul,POSITIF
Puas blnja d shopee,POSITIF
Puas berbelanja dishopee.sesuai ekspetasi ,POSITIF
"Belanja puas,aman dan nyaman",POSITIF
Enak nyari barang disini.. Lebih murah dari toko sebelah,POSITIF
Top. Terbaik,POSITIF
aplikasi shop ini memang paling bagus,POSITIF
Pengiriman nya cepat.. Banyak gratis ongkir nya.. sukaaaaa,POSITIF
Sangat membantu dalam pencarian barang yang sesuai dengan harapan,POSITIF
Suka banget sama shopee,POSITIF
Sangat membantu,POSITIF
"mudah,praktis,hemat dan terpuaskan",POSITIF
Mantap No 1 benar benar,POSITIF
"Bagus banget aplikasi Shopee ini, bisa belanja berbagai macam barang, dan banyak vouchernya, ada permainannya lagi, pokoknya seru deh",POSITIF
Pengirimanya cepat?? kualitas baju bagus saya suka,POSITIF
"Mantap pokoknya kalau belanja di shopee barang sesuai pilihan dan bagus,respon toko dan pengiriman cepat ????????",POSITIF
Harga pada terjangkau pokoknya jooss lah,POSITIF
"mudah,simple,dan terpercaya",POSITIF
"Kualitas bagus, pengiriman bagus apalagi harga",POSITIF
Bagus sekali,POSITIF
Makin mantap lah sekarang shopee,POSITIF
selalu sukaa dan puas,POSITIF
Senang berlaganan sama shopee,POSITIF
Shopee sangat bagus.kurir2 nya ramah.banyak diskon meriah.harganya terjangkau,POSITIF
Aplikasi bagus,POSITIF
Thx shopee sukses selalu jual online paling T O P....,POSITIF
"Aplikasi Belanja Online terbaik. Semua barang yang kita cari tersedia lengkap, mulai dari barang elektronik, pakaian, perlengkapan dan masih banyak lainnya. Juga terdapat bangak voucher dan diskon besar besar an.",POSITIF
shopee. solusi segala masalah,POSITIF
kalo lebih baik kutambah bintang ?? nya,POSITIF
Bagus barang nya cepet datang nya tidak mengecewakan belanja di shopee,POSITIF
Lebih nyaman karena ada COD,POSITIF
Mantul mantap betul??,POSITIF
Murah murah harga barangnya dan banyak promo,POSITIF
bagus saya bisa beli apapun,POSITIF
Sangat membantu dalam belanja,POSITIF
Beruntung bngt pke shopee??????,POSITIF
"Aplikasi belanja onlain terbaik, semoga lebih banyak discount",POSITIF
Shopeee oke banget,POSITIF
Buka aplikasi shoppi susah buka gambar nya padahal sinyal penuh tapi pas buka aplikasi lain cepett,POSITIF
Aplikasi sangat mrmbantu saat mager baget buat keluar rumah,POSITIF
"Bagus aplikasinya, bisa memudahkan untuk kita bertranksasi.",POSITIF
"sering"" diskon",POSITIF
Bagus bangaet pelayanannya memuaskan sekali Pokoknya terbaik deh shoppeee!!! Belanja online no 1 dengan kualitas Yang bagus dan murah meriah.... Promo gratis ongkirnya the bestttt banget... Tapi sayang sudah gak bis. Milih jasa kirim lagiii..... Tingkt kan lagi pelayanannya good jobbb the best mas brooo!!!!!!!! ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,POSITIF
"Dari awal thn 2018 kenal dengan shopee ada satu dua barang yang kurang puas saya beli karena belom terlalu ngerti cara belanjanya,,,, Tapi setelah itu baru saya ngerti cara melihat barang bagus dari ulasan pembeli ternyata benar barangnya bagus,saya beli dari hp,sepatu,tas,baju,celana dll semua dari shopee Mksh shopee selalu terus berjaya dan bekerja sama dengan seller"" yang berkwalitas yang top deh Sukses terus buat shopee dan seller",POSITIF
"Tadinya bete, karena cek status pembelian belum muncul2 di web. Padahal dah tf via ATM. Pesan produk banyak lagi. Terus jadi cemas gara2 sudah tf dana... eh gak tau cara konfirmasinya.... bayangan duit angus sudah terngiang-ngiang di kepala..... Syukur Alhamdulillaah... ternyata 3 hari kemudian barangnya dah dianterin sm kurir.... Trimks shopee... maaf yaa.. dah kasih 1 * (bintang) di tgl 8 Jan 2021. Skr aku ralat nii... bintangnya full.. 5 bintang buat shopee.... ??????????",POSITIF
"Alhamdulillah berkat kenal shopee sangat membantu saya untuk cari-cari barang.....terus hri saya ada kendala gak bs buka yang lain nya d aplikasi shopee, seperti shopee tanam,shopee later,dll kalo klik itu keluar aplikasi Mulu....itu kira2 kenapa ya mind????mohon pencerahan ny.... masalah nya saya menggunakan shopeepay later,takut pas waktunya pembayaran,d sengaja gak bayar lagi.....padahal akun nya gak bs ke buka.....",POSITIF
"Pemakai setia shopee hehe....banyak program yang nguntungin banget. Pengen terus ningkatin member biar bisa dapat banyak promosi. Sampe saat ni blm pernah kecewa sih dalam orderannya. Sistem pembatalan jg cepat, aman, respon baik. Trimakaaasiihh shoppeee...??",POSITIF
"Aplikasi mudah di gunakan, banyak sekali pormo menarik, tapi sekarang jasa kurirnya tidak bisa memilih, Mungkin bisa di pertimbangan lagi untuk merubah opsi kurirnya agar pengguna bisa bebas memilih jasa kirim yang di sukai, karena setiap daerah berbeda-beda kecepatan pengirimannya,",POSITIF
"Puas banget belanja disini,saran aku kalau mau belanja pinter² nyari voucher yah,biar ongkirnya murah,Terus Jan lupa cari discount yang gede²,aku kemaren beli sneakers harga normal 300k,eh ada flashsale jadi 35k doang!kece abos dah!,buruan download shopee Terus beli barang sebanyak²nya biar cepet naek level,buat apa?biar dapat voucher sebanyak²nya!!",POSITIF
"Memudahkan , beres gak ribet, profesional dan tanggung jawab atas semua Cancel an ... Ramah sopan mantapz jaya... Surabaya menyapa... Josss gandos... sampai pemesanan sekarang tetap lancar aman terkendali... Matur Suwon... Alkhamndulillah... Terima kasih,,,",POSITIF
"Aplikasinya sangat bagus untuk transaksi jual beli, belanja jadi lebih mudah, produknya juga banyak yang bagus. Puas dengan pelayanan dan kerja kerasnya, pencegahan akun dari pihak yang ingin mencuri data sangat baik. Terimakasih Shopee",POSITIF
"Puas dengan Shopee yang melayani dengan baik, dan selektif terhadap seller,sehingga konsumen merasa terlindungi, TINGKATKAN TERUS PELAYANANNYA, , SHOPEE MAJU DAN SUKSES Untuk pengiriman yang satu lokasi antara pemesan dan seller apa tidak bisa diusahakan 1 hari nyampai,mengingat jaraknya dekat banget",POSITIF
"Aplikasi shopee menurut saya aplikasi belanja yang benar-benar nomor 1, mereka bertanggung jawab sekali atas kesalahan toko-toko yang khilaf. Terimakasih min karena melalui shopee saya bisa belanja keluar pulau dan selalu menikmati gratis ongkir.",POSITIF
"Aplikasi bagus untuk berbelanja online, selama pakai Shopee lancar lancar saja tidak ada kendala, selama barang yang saya beli sesuai dengan keinginan dan tidak ada komplai komplain,seller di shopee fast respon jg dengan kurir kurir nya ramah dan cepat ngirim pakait, good luck buat shopee dan semua nya yang terlibat",POSITIF
"Saya menggunakan shopee bagi saya sangatlah praktis,mudah...karena saya seorg wanita bekerja... Butuh apapun yang harga sesuai...tinggal masukkan ke keranjang Sangat praktislah...walaupun terkadang mndapat barang yang tidak sesuai..namun itu sudah konsisten",POSITIF
"Selama belanja di shopee selalu aman ga pernah kecewa, layanan paylatter nya juga sangat oke, bunga nya relatif kecil. mudah""an saya juga bisa menikmati layanan spinjam seperti pengguna lain. Terimakasih shopee.",POSITIF
"Selama beli di shopee alhamdulilah gak pernah ketipu sih,,cuma untuk sekarang yang agak bikin kesel dan ribet gak bisa pilih jasa kirim gk kayak dulu,,biasanya selalu pilih j&t kalo sekarang tergantung shopeenya,,tolong untuk kedepannya lebih diperbaiki lagi ya,,",POSITIF
"aplikasinya no crash, soal pembayaran jg gapernah ada problem walaupun saya pakai metode aneh2 yang kadang campur2 tapi duit aman 100%. aplikasi keren, kalau ada yang blagi gabagus brarti usernya kurang bijak dalam berbelanja dan memilih tokonya. Sekian terimakasih!",POSITIF
"Belanja lebih mudah tanpa perlu keluar rumah, apalagi sekarang ada SPayLatter jadi lebih ringan juga pembayarnnya, bisa dicicil lagi ?? terimakasih shopee.. salam hangat dariku yang selalu setia memakai jasa mu ?????????? like like like like like like",POSITIF
"Berbelanja di shopee sangat menguntungkan dari segi harga dan gratis ongkir setiap harinya, dan untuk pencarian barang yang tidak ada di daerah saya dapat di cari di shopee dan banyak lagi barang yang ditawarkan. Trims shopee.",POSITIF
"Dulu abis bayar done, tinggal tunggu barang sampe, sekarang, setelah bayar harus pasang timer 1 jam buat buka aplikasi nya lagi, jangan sampe lupa kalau mau ganti kurir. ""Shopee pilihkan kurir yang terbaik"", saya dapatnya kurir yang sudah saya blacklist, gara2 pelayanannya yang buruk sekali, dan mengulang kesalahan yang sama. update ko mlh ngerepotin ya?? Semoga semua keluhan user shopee masalah kurir d jadikan masukan untuk update selanjutnya, supaya tidak pada pindah ke toko sebelah??",POSITIF
"Secinta itu sm shopee,ini tu tempat belanja paling ter the best ya menurut aku..semua jadi mudah,blm lagi ada gratis ongkir yang gak ada habisnya,ditmbh voucher cashback,mau blnja mau beli pulsa beli token listrik ada voucher cashback nya,yang paling spectakuller nya ada shoppe payletter yang bikin gak bs diem kalo liat barang yang disuka terus gk ada duit eh tetep bs belanja donkk ya...sudah nyaman deh sm shopee...terimakasih shoppee...luv.",POSITIF
sudah 2th pakai shopee. Sering belaja. Level silver Spay leter ga muncul2 juga di akun saya. Mungkin ga boleh pakai cicilan kali ya.. Temen saya baru 4bln sudah muncul spayleter nya.. Ya sudah lah. Tetap bintang 5 buat shoppe,POSITIF
"Maaf ya min, sy kurang stuju dengan prubahan setting jasa kirim. Sy jg sudah bc2 jawabn mimin di ulasan lain, tapi ttapi tidak melihat sisi manfaat"" untuk pembeli. Jasa kirim mmg bs diubah stlh checkout, namun biayanya akan typ sama, plus ini lebih ribet drpd yang dulu. Alasan biaya sesuai berat itu tgs ekspedisi, kenapa Shopee yang menentukn? Tombol mngubah jasa kirim jg sering trlmbt bhkn tidak muncul. Ptng ongkr mnml 30rb sudah lbh dr cukup. semoga Shopee bs kmbli sprti dulu untuk KENYAMANAN pembeli.",POSITIF
"Suka belanja disini, tapi sayang sekali sih sekarang jasa pengirimannya dipilihin, bukan kita yang pilih sendiri. Harusnya kayak dlu lagi sih bisa pilih sendiri karena ada beberapa jasa yang kurang bagus menuruntuku :(",POSITIF
"So far, Shopee memang super-duper. Memuaskan. Banyak voucher ongkir. Bisa COD. Recommended bingitsss! Saranku, hendaknya Shopee membuat sistem dan kebijakan untuk mempersempit ruang gerak oknum-oknum yang tidak bertanggungjawab memperjual-belikan produk-produk bajakan, seperti buku bajakan, yang adalah sebuah kejahatan yang melanggar hak cipta dan merugikan pemilik hak cipta, baik penerbit dan penulis.",POSITIF
"dengan Shopee belanja jadi enak, perlindungan shopee patut d acungkan ???? terima kasih Shopee.. Shopee mnk kereen ???? kepada. Yth. Shopee yang baik, Kami minta Tolong , mohon konfirmasi kan ke fihak expedisi j&t perbaiki jasanya khususnya di Pasuruan .agar tidak mengecewakan pemakai jasa. Kalau sekali dua kli sich wajar, tapi kl saya pribadi mengalami kendala sampai 6x dengan alasan berbeda ,salah kirim, tertunda, barang disimpan di gudang, penerima orang lain dll, mohon diperhatikan n diperbaiki.Terima kasih",POSITIF
"Hallo shopee, saya mau mengucaplikasian terima kasih, karena sudah menanggapi dengan baik permasalahan yang saya alami kemarin, dan sekarang permasalahannya sudah selesai, karena akhirnya pembayaran SPinjam saya sudah terferivikasi oleh pihak shopee, CS yang nelpon saya dr pihak shopee juga sopan banget kemarin nelponnya, terima kasih shopee, sukses selalu ??????????",POSITIF
"Selalu berinovasi dan berkembang lebih baik lagi selalu shopee , buka aplikasi mudah mau cari apa mudah , pergunakan voucher juga mudah ,lebih banyak kategori VCR gratis ongkir dan pot harganya ya hihihih seperti dulu.sukses selalu shopee",POSITIF
"Semakin oke shopee, sarannya sich jika semua toko mencapai batas pembelian dengan pembayaran mengunakan shopee pay, 0 ongkir aja semuanya toko dan tidak dikenakan ongkir sepeser pun untuk memudahkan transaksi pembelian dengan mudah.",POSITIF
Barang-Barang di Shopee memang mantap.semua asli Original dan sesuai Gambar. Sukses terus dan lebih ditingkatkan kualitasnya.. Shopee is the best... dari awal selalu pakai jasa Online Shopee.. terimakasih..,POSITIF
"Shoppie sangat membantu,aplikasi yang sangat bagus,ada spaylater,ada spinjam..harga yang sangat terjangkau,kualitas terjamin.pokoknya shoppie aplikasi pilihan..sukses Terus shoppie.gooooooooooodddddddd..",POSITIF
"Overall suka tapi untuk pilihan otomatis untuk kurir itu setidaknya sediakan juga opsi manualnya karena di beberapa kota ada ekspedisi yang memang memegang rating buruk untuk pengiriman, kasian seller juga kena maki oknum2 pembeli yang tidak mengerti harusnya komplain ke kurir malah, ngasih rating jelek ke toko karena barangnya bermasalah saat pengiriman,",POSITIF
"Habis diupdate terbaru shopee tidak bisa digunakan tolong diperbaiki terimakasih sudah clear cache, logout login ulang, di restart hp, yang terakhir uninstall Terus install ulang, tetap sama kak... Buka game shopee sama sekali ga bisa tolong dibantu kak, terimakasih Terimakasih kaka atas bantuan nya, sekarang apl shopee sudah bisa digunakan untuk berbelanja juga bermain game shopee. Terimakasih respon nya cepat.",POSITIF
"dear shopee, kami para pembeli sudah merasa nyaman dengan sistem pemilihan ekspedisi yang sblmnya, kami bs memilih dengan jelas dan dengan nominal ongkirnya, ekspedisi mana yang kami inginkan.. shopee kebanyakan extraongkir sdengankn toko langganan gak semuanya pakai. Tolong jangan tiru lapak sebelah y.. ntah ini masukan yang berguna atau nggak tapi sbg pelanggan cuma itu yang ingin dikeluhkan. shopee masih jadi pilihan pertama. ;'')",POSITIF
Harus ditingkatkan pengawasan penjual lapak serta menindak tegas yang menjual produk tidak layak/non sni Voucher dan cashback harus bisa dipakai ketika menggunakan shopeepay.,POSITIF
Thankyou kk Pengiriman cepat Baju juga Bagus² Hanya Baju Lampu led saja yang mati selain itu Bagus Semua.. Next nanti order lagi ????,POSITIF
enak belanja pakai shopee,POSITIF
"APLIKASI RACUN PAS TANGGAL MUDA. BUT I LOVE shopee,SELALU MEMPERmudah SAAT AKU BELANJA??",POSITIF
"saya suka banget sama shope sekarang dari pada yang dulu meskipun bayar pakai shopee pay tapi enak banget sering dapat gratis ongkir ?? Pokoknya love sama shopee meski kata orang gak enak padahal enak banget loh Belanja di shopee ? Tapi , diperbaiki lagi agar tidak ke logout sendiri ??",POSITIF
Suka belanja dsni tapi lemot banget lama2. Belanja di merchant shopee mart (mall) sudah 2x dibatalkan sepihak dg alasan tidak jelas,NEGATIF
Sungguh sangat di sayangkan.. Kenapa Di aplikasi ini tidak semua wilayah bisa menggunakan jasa kurir grab atau gosend. Dicek cuma untuk wilayah JADETABEK. Lalu apa wilayah lain tidak ada keadilan bangetu ?? Maaf hny sebuah masukan.. Semoga kurir tersebut bs merata di gunakan di semua wilayah,NEGATIF
Aku suka aplikasi ini tapi ya.. kenapa waktu aku mau verifikasi no telp.ku kok gk ada sms dari sophee jadi sebbel deh??,NEGATIF
"Awalnya suka bngt aku belanja disini...tapi lama2 menurun ...dari reward2nya, masa belanja plus koin harusnya ckup buat pembayaran shopeepay dlu bisa sekarang enggak...intinya aplikasinya jadi super pelit...",NEGATIF
Tidak suka sama pengiriman Shopee experss suka nanya alamat tapi marah2 di kasih tau ngeyel.. Masih mending j&t baik ramah,NEGATIF
"Shopee nya kadang suka eror gak jelas banget.. sering banget voucher"" aku gak bisa di pakai..",NEGATIF
Suka kecewa pas lagi 12.12 kek gini udh nunggu nungguin ip atau yang lain nya taunya di tipu tiba tiba stok abis kecewa banget sumpah.,NEGATIF
"Kadang suka eror, bisa di buka ya malam doang",NEGATIF
"Kenapa setiap mau pakai voucher gratis ongkir sering banget ada bacaan ""kode voucher ini telah digunakan, silahkan masukan voucer lain"". Padahal voucher nya baru di klaim dan saya belum pernah make, semua gitu kecuali voucher gratis ongkir shopee pay. kalau gitu apa gunanya gratis ongkir yang laen",NEGATIF
"gak jelas banget tidak bisa pilih jasa kirim langsung, jadi dapatnya acak aneh lah gk suka yang sekarang makin ribet. Balikin ky dulu lagi laaah",NEGATIF
Maaf bintangnya aku ambil lagi 3!!! Kenapa jasa pengirimannya gak bisa pilih lagi???!! gak asik banget jadi sama kayak tokped dirandom gitu!! kalo dapat sicepat gak suka banget!! tolong dong balikin lagi kayak dulu baru aku ubah lagi jadi bintang 5.,NEGATIF
"belanja hemat, mantap, untuk versi yang sebelum nya ya.. karenaa yang sekarang gan bisa pilih kurir lagi, jadi sy turunkan rating nya... padahal sy sudah gold member, next belanja di bukalapak dan tokopedia aja lah.. gak suka versi yang aneh2 kaya gini... Saran ya kalau kalian ga mau ditinggal oleh pemakai se...Ulasan Lengkap",NEGATIF
"Saya sangat suka belanja disini tapi sayang kenapa aplikasi shoppe ini jrngan nya selalu lelet, mohon segera di perbaiki??",NEGATIF
"Duit shopeepaylaternya masuk otomatis, jadi makin gk enak buka aplikasi. Takut disalahgunain org lain, harusnya dananya masuk pas di ajukan aja, bukan masuk otomatis. Padahal suka liat produk2 walaupun gk belanja yang kadang ujung2nya belanja. Jadi mau tidak mau appnya gw hapus. Gk enak aja sama teman...Ulasan Lengkap",NEGATIF
"Aku suka main shopee tanam tapi kenapa sekarang ada fitur ambil air punya teman kan sama saja mengajarkan mencuri karena belum tentu temannya mengizinkan, pdhal sblmnya sudah bagus dengan saling siram kita diajarkan untuk saling memberi tanpa takut harta kita berkurang. Walau cuma games seharusnya t...Ulasan Lengkap",NEGATIF
"Percuma ada gratis ongkir cod tapi pas chekout gak bisa dipakai padahal sudah nyari produk sesuai sk, kenapa makin ribet sih!!!! Abis itu lemotnya parah lagi, awalnya sih suka tapi lama lama makin ancur ni aplksi terlalu syarat! Kalo cuma minimal belanja 30rb sih gak masalah ini harus pakai jasa pengir...Ulasan Lengkap",NEGATIF
"Kenapa setiap saya ingin membeli produk, alamat tidak didukung,pdahal alamat yang saya masukan sudah benar dan di alamat lengkap tidak menulis lebih dari 90 karakter, jasa kirim selalu tidak tersedia dan saya tidak bisa membeli barang² yang ada di shopee",NEGATIF
"Mau upload produk, tapi gak bisa masukan merk, udh update juga gabisa mulu. Please jawabannya. ??",NEGATIF
"Sekarang shopee gk nyediain gratis ongkir??waktu itu shopee perasaan suka ngasih gratis ongkir terus sekarang malah jarang,, jadi belanja mahal di ongkir nya aja,, lain kali untuk shopee banyak''nyediakan gratis ongkir biar pembeli gk berat di ongkir",NEGATIF
Kenpa tiba2 suka keluar dan harus login lagi ..Terus eror gk bisa diklik ??,NEGATIF
"Transaksi bayar tagihan PLN lama banget prosesnya, bayar jam 3 sore ampe jam 8 mlm belum juga diproses. Padahal sudah dibayar, keburu mati lampu dirumah. Payah... Pengajuan pengembalian dana balik pun gak ada faedahnya, pdhal saya suka blnja di aplikasi ini. Alamat UNINSTALL kalau kyak gni terus",NEGATIF
cashback 100% maskimal seribu perak cashback 1% maskimal 100k edzan emang shopee kasih promo,NEGATIF
"Kecewa banget sama shopee,,koin saya bukannya bertambah malah berkurang,,susah payah ngumpulin koin,sampe rela kuota abis nonton live shopee buat klaim koin nya,.eh malah tega banget dikurangi seenak nya tanpa pemberitahuan..koin saya yang tadi nya 17ribu lebih sekarang masa tinggal 12rbu,,dikurangin nya banyak banget sampe 5ribu,,padahal ga dipakai apa2 koin nya,,sungguh bener2 kecewa,.",NEGATIF
Ini shopee kenapa sih update pembaruan mulu baru jg diupdate kmren eh ini update lagi ttep aja lemot. Td abis isi shopeepay pas mau belanja lagi malah lola banget pdahal jaringan udh 4G kuota jg masih banyak.,NEGATIF
"hallo shopee, kenapa limit shopee paylater sy jadi turun.sy selalu tepat bayar cicilan. apa shopee sudah bangkrut dan tidak dapat lagi dana shopee paylater?atau shopee kena corona?",NEGATIF
Tadinya seneng belanja di shopee tapi sekarang males soalnya voucer gratis ongkir & cashbacknya harus pakai shopee pay jadi ribet,NEGATIF
Tolong ya min Top uo shopeepay tuh gk mesti pke rekening Bisa di indo/ alfa gtu,NEGATIF
Lambat banget shopee sekarang,NEGATIF
Gk bisa beli diamond lagi huu aplikasi   shopee pay gw 500K mao gw tarik gk bisa,NEGATIF
Pas chekout sering gagal,NEGATIF
Pelit sama gratis ongkir non shope pay,NEGATIF
aku tidak suka aplikasi ini sudah tidah jaman jadi aku shopee yang biasa bukan shopee ramadan,NEGATIF
Belanja di sini bisa bayar di tempat kah ? Soal nya saya masih sekolah SMP gk pandai tranper uang,NEGATIF
"Shopee sudah makin nggak bener nih pengembalian dana di persulit ,dikasih forum diskusi tapi pihak shopee sama sekali tidak memberikan kejelasan",NEGATIF
"Selamat sore shopee . Saya perhatikan aplikasi ini setelah update makin berat untuk di gunakan, harusnya makin gampang dan praktis, untuk membuka 1 produk saja lambat sekali. Mohon setiap melakukan pembaruan di permudah penggunaanya.. dan fitur"" yang sekirany tidak berguna di hilangkn saja",NEGATIF
Malah makin parah. sudah download ulang malah makin blank??,NEGATIF
"Kecewa sama shopee Wktu itu saya beli kuota 3 dengan pakait AON 6 GB seharga 39k, udh nunggu lama eh yang dapat malah pakait Add On 10 GB cuma 1 hari. Kampret, di ajuin untuk pengembalian dana sampai sekarang gk di gubris2 Terus wktu itu pernah ngisi pulsa 5000 smartfren, kata adekk pulsanya gk sampai walau di sistem udh di kirim katanya. Di ajuin untuk pengembalian dana juga gk di gubris. Parahhhhhh",NEGATIF
"Halo pihak shopee... Hari ini akun saya di hack oleh orang tak di kenal, saya iklaskan karena shopee pay saya cuma ad Rp.50000, saya harap shopee harus lebih ketat menjaga privasi akun, dan menjamin keamanan akun pengguna. Saya harap cukup akun saya yang di hack, dan jangan ada lagi korban, saya rasa ini kelalaian pihak shopee. Terima kasih",NEGATIF
"Saya sudah lebih dari 3 tahun pakai shopee, dan saya setiap bulan pasti transaksi. yang dulunya limit shopee pay latter saya 1.250.000 dan selalu saya bayar tepat waktu setiap menggunakannya, sekarang 0 rupiah limitnya. Sunggu kecewa. Klau blum balik limitnya sampai bulan depan, saya beralih ke e-commerce sebelah.",NEGATIF
Shoppe untuk pengiriman cepat tapi ongkir nya mhal mahal,NEGATIF
Bagaimana mau dapat hadiahnya permainan di aplikasi ini selalu curang dan licik,NEGATIF
"Setelah di update ngga ada gambar produknya, gabisa dibeli juga gtau dah;(",NEGATIF
sudah klaim voucher tapi gak muncul muncul. sudah sesuai S&K terus sesuai kategori toko juga. Ttapi gakbisa ???????,NEGATIF
Jelek produknya,NEGATIF
"Kesel deh makin kesini free ongkirnya cuma PHP padahal anggota sudah platinum jg sudah ngikutin S&K,,,apl nya minta di update mulu",NEGATIF
Tampilan hasil mesin pencari sering eror',NEGATIF
Mkin payah aplikasi nya berjalan... Bnyak event..tapi aplikasi susah berjlan... Hanya memikirkan keuntungan semata..tidak memikirkan kenyamanan konsumen... Gk berguna..,NEGATIF
aplikasi tidak bisa transaksi,NEGATIF
